Id Ind;ID Kawak;Nombre del indicador;Unidad;Proceso/Subproceso;Descripción del indicador;Linea_Estrategica;Objetivo_Estrategico;Tipo de Indicador;Clasificación;Frecuencia;Fecha Desde;Fecha Hasta;Tipo de variables;Series;Sentido;Formula;Variable 1;Unidad V1;Fuente V1;Variable 2;Unidad V2;Fuente V2;Variable 3;Unidad V3;Fuente V3;Responsable del calculo;Responsable del analisis;Deficiente;Alerta;Satisfactorio;Sobresaliente;Meta Frecuencia;Semestre_1;Semestre_2;Deficiente <= Serie;Alerta Serie;Satisfactorio Serie;Sobresaliente >= Serie;Modificado;Creado;Creado por;Usuario_Aprobador;Fecha_Aprobación;Estado_aprobacion;Año;Estado_Indicador;PDI;CNA/SNIES;Desempeño del proceso;Decisiones Proceso;SubClasificación;Estado;Clasificación_ CNA;Formato_Evidencia;Nombre_Evidencia;Meta 1 Semestre Serie;Meta 2 Semestre Serie;Meta Anual Series;Tipo_Kawak;Factor_CNA;Caracteristica;Proyecto_Asociado;Tipo de elemento;Ruta de acceso
189;189;VALORIZACIÓN DE RESIDUOS CONVENCIONALES SEDE CITY  CAMPUS;Gerencia de planeación y gestión;Gestión Ambiental;;Sostenibilidad;Contribuir a la inclusión, la proyección social y el cuidado del medio ambiente;Gestión;Eficacia;Semestral;;;;;;RESIDUOS RECICLADOS;RESIDUOS RECICLADOS;KG;;-;-;;-;-;;EDGAR CAMILO CHACON MATAJUDÍOS;EDGAR CAMILO CHACON MATAJUDÍOS;;;;;;;;;;;;15/10/2025 22:24;24/02/2025 16:47;Licec Ximena Silva Goyeneche;;;;;Inactivo;;;;;;;;;;;;;Pendiente;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
190;190;VALORIZACIÓN DE RESIDUOS PELIGROSOS SEDE CITY CAMPUS;Gerencia de planeación y gestión;Gestión Ambiental;;Sostenibilidad;Contribuir a la inclusión, la proyección social y el cuidado del medio ambiente;Gestión;Eficacia;Semestral;;;;;;RESIDUOS PELIGROSOS Y DE MANEJO DIFERENCIADO APROVECHADOS;RESIDUOS PELIGROSOS Y DE MANEJO DIFERENCIADO APROVECHADOS;KG;;-;-;;-;-;;EDGAR CAMILO CHACON MATAJUDÍOS;EDGAR CAMILO CHACON MATAJUDÍOS;;;;;;;;;;;;15/10/2025 22:24;24/02/2025 16:47;Licec Ximena Silva Goyeneche;;;;;Inactivo;;;;;;;;;;;;;Pendiente;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
191;191;GASES EFECTO INVERNADERO SEDE CITY CAMPUS;Gerencia de planeación y gestión;Gestión Ambiental;;Sostenibilidad;Contribuir a la inclusión, la proyección social y el cuidado del medio ambiente;Gestión;Eficacia;Semestral;;;;;;TONELADAS DE CO2 DISMINUIDAS/TONELADAS DE CO2 GENERADAS;TONELADAS DE CO2 DISMINUIDAS;Número;;TONELADAS DE CO2 GENERADAS;-;;-;-;;EDGAR CAMILO CHACON MATAJUDÍOS;EDGAR CAMILO CHACON MATAJUDÍOS;;;;;;;;;;;;15/10/2025 22:24;24/02/2025 16:47;Licec Ximena Silva Goyeneche;;;;;Inactivo;;;;;;;;;;;;;Pendiente;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
192;192;ACTIVIDADES MANEJO INTEGRAL DE RESIDUOS SEDE CITY CAMPUS;Gerencia de planeación y gestión;Gestión Ambiental;;Sostenibilidad;Contribuir a la inclusión, la proyección social y el cuidado del medio ambiente;Gestión;Eficacia;Trimestral;;;;;;NÚMERO DE ACTIVIDADES PLANEADAS RESIDUOS/NÚMERO DE ACTIVIDADES EJECUTADAS RESIDUOS;NÚMERO DE ACTIVIDADES PLANEADAS RESIDUOS;Número;;NÚMERO DE ACTIVIDADES EJECUTADAS RESIDUOS;NÚMERO;;-;-;;EDGAR CAMILO CHACON MATAJUDÍOS;EDGAR CAMILO CHACON MATAJUDÍOS;;;;;;;;;;;;15/10/2025 22:24;24/02/2025 16:47;Licec Ximena Silva Goyeneche;;;;;Inactivo;;;;;;;;;;;;;Pendiente;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
193;193;Porcentaje de Cumplimiento del Acuerdo de Nivel de Servicio (ANS);Vicerrectoría del estudiante;Servicio;"Mide el porcentaje de solicitudes, requerimientos o casos de estudiantes que son atendidos dentro de los tiempos establecidos en los Acuerdos de Nivel de Servicio (ANS), en todos los niveles de atención (canales presenciales, virtuales y telefónicos). Permite identificar la eficiencia del flujo de atención y orientar acciones de mejora para garantizar una experiencia oportuna, ágil y satisfactoria para el estudiante.	";Experiencia;Garantizar una experiencia significativa y de valor agregado a la comunidad POLI;Estratégico;Eficiencia;Trimestral;1/01/2023;;Serie Única;;Positivo;(Total de casos resueltos dentro del ANS/ Total de casos creados)*100;Total de casos resueltos dentro del ANS;Número;Hubspot;Total de casos creados;Número;Hubspot;;;;Director de Servicio;Gerente de Servicio y Permanencia, Director de Servicio;0%-73,9%;74%  - 93%;95%;>96%;95%;95%;95%;;;;;27/05/2026 9:38;24/02/2025 16:47;Licec Ximena Silva Goyeneche;Andres Felipe Correa Franco;;;2026;Stand by;true;false;true;true;;Actualizar Metas;Resultado;Imagen;Novus- Analitica estudiantes;;;;Estratégico;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
194;194;Índice de satisfacción del estudiante (SSI);Vicerrectoría del estudiante;Experiencia institucional;Identificar el nivel de estudiantes satisfechos en la institución;Experiencia;Garantizar una experiencia significativa y de valor agregado a la comunidad POLI;Estratégico;Eficacia;Semestral;1/01/2023;;Serie Única;;Positivo;Total de estudiantes satisfechos/ Total de estudiantes encuestados;Total de estudiantes satisfechos;Número;Banner;Total de estudiantes encuestados;Número;Banner;;;;Gerente de Servicio y Permanencia;Gerente de Servicio y Permanencia;0%-50%;51%  - 69,99%;70% -99,9%;100%;81;81;81;;;;;15/10/2025 22:24;24/02/2025 16:47;Licec Ximena Silva Goyeneche;;;;2024;Stand by;true;false;false;false;;Eliminar;Resultado;;;;;;Pendiente;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
195;195;NPS- Net Promotor Score;Vicerrectoría del estudiante;Experiencia institucional;"Medir el nivel de recomendación de la institución-
Debido a la estandarización del proceso no sera medido en 2025-1.";Experiencia;Garantizar una experiencia significativa y de valor agregado a la comunidad POLI;Estratégico;Eficacia;Semestral;1/01/2022;;Serie Única;;Positivo;Promotores (% de puntuaciones entre 9 y 10)- Detractores (% de Puntuaciones entre 0 y 6);Promotores (% de puntuaciones entre 9 y 10);Porcentaje;Polisigs;% de detractores;Porcentaje;Resultados Encuesta NPS;;;;"Director de Experiencia E Inclusion
";"Director de Experiencia E Inclusion
";0%-50%;51%  - 69,99%;70% -99,9%;100%;50;50;50;;;;;12/05/2026 7:01;24/02/2025 16:47;Licec Ximena Silva Goyeneche;Carolina Jurado Bernal;;;Seleccione;Stand by;true;false;true;true;;Eliminar;Resultado;;;;;;Pendiente;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
196;196;(% de solicitudes procesos Pareto);Vicerrectoría del estudiante;Servicio;Mejorar procesos críticos y de mayor impacto de cara a los estudiantes;Experiencia;Garantizar una experiencia significativa y de valor agregado a la comunidad POLI;Gestión;Eficiencia;Semestral;1/01/2023;;Serie Única;;Positivo;Total casos recibidos / Total personas que pasan por el proceso;Total casos recibidos;Número;;Total personas que pasan por el proceso;Número;;;;;GERENCIA DE SERVICIO Y PERMANENCIA;GERENCIA DE SERVICIO Y PERMANENCIA;;;;;;;;;;;;15/10/2025 22:24;24/02/2025 16:47;Licec Ximena Silva Goyeneche;;;;;Inactivo;;;;;;;;;;;;;Pendiente;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
197;197;Cumplimiento cronograma Mantenimiento de Equipos;Vicerrectoría financiera y administrativa;Gestión Infraestructura Física;Permite evaluar el grado de cumplimiento del cronograma de mantenimiento planificado para los equipos;Sostenibilidad;Promover una cultura de optimización de recursos financieros como apalancador de la estrategia;Gestión;Eficacia;Trimestral;1/01/2023;;Multiserie;"Bogotá
Medellín";Positivo;Mantenimientos ejecutados/Mantenimientos Planeados;Mantenimientos ejecutados;Número;;Mantenimientos Planeados;Número;;- ;- ;;Director de infraestructura- Analista de infraestructura- Jefe de infraestructura;Director de infraestructura- Analista de infraestructura;0%-79,9%;80%- 96,9%  -;97% -100%;100%;97%;97%;97%;;;;;13/05/2026 12:09;24/02/2025 16:47;Licec Ximena Silva Goyeneche;Raul Ricardo Cortes Rincon;;;2026;Stand by;false;false;true;true;;Actualizar Metas;Resultado;;;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
198;198;Proyectos Tecnológicos;Vicerrectoría del estudiante;Gestión De La Tecnología E Innovación Digital;Nivel de cumplimiento acumulativo en la ejecución de los proyectos de infraestructura tecnológica;Transformación_Organizacional;Asegurar una arquitectura tecnológica institucional, centrada en la experiencia de la comunidad educativa;Gestión;Eficacia;Mensual;1/10/2022;;Serie Única;;Positivo;Porcentaje avance proyectos real / Porcentaje avance proyectos presupuestado;Porcentaje avance proyectos real;Porcentaje;;Porcentaje avance proyectos presupuestado;Porcentaje;;;;;Director de Desarrollo E Innovacion Dig.;Director de Desarrollo E Innovacion Dig.;72,00%;0,72 - 0,92;92%;>0,92;;;;;;;;15/10/2025 22:24;24/02/2025 16:47;Licec Ximena Silva Goyeneche;;;;;Inactivo;;;;;;;;;;;;;Pendiente;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
199;199;Nivel de cumplimiento de eficacia las capacitaciones;Gerencia de talento humano y comunicaciones;Gestión Y Desarrollo Del Talento Humano;Medir el cumplimiento de las capacitaciones realizadas según la participación, contribución y la evaluación.;Transformación_Organizacional;Contar con un equipo humano feliz y apasionado, que trabaja de forma colaborativa para alcanzar las metas institucionales;Gestión;Eficacia;Semestral;1/01/2023;;Serie Única;;Positivo;(Evaluación de la satisfacción del formador *( 25% ) + Índice de contribución de las capacitaciones *( 40%  ) + Nivel de participación en las capacitaciones) *(  35% );"Nivel de participación en las capacitaciones	";Porcentaje;;"Índice de contribución de las capacitaciones	";Porcentaje;;"Evaluación de la satisfacción del formador	";Porcentaje;;Director de Formacion y Desarrollo;Director de Formacion y Desarrollo;0%-69,9%;70%-81,9%;82%;>85%;82%;82%;82%;;;;;12/05/2026 15:04;24/02/2025 16:47;Licec Ximena Silva Goyeneche;Andrea Carmona Guerra;;;2026;Stand by;false;false;true;true;;Actualizar Metas;Resultado;;;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
200;200;Nivel de efectividad de las capacitaciones;Gerencia de talento humano y comunicaciones;Gestión Y Desarrollo Del Talento Humano;Medir la efectividad de las capacitaciones con base al indicador de área planteado en el diagnóstico inicial de requerimiento de capacitación.;Transformación_Organizacional;Contar con un equipo humano feliz y apasionado, que trabaja de forma colaborativa para alcanzar las metas institucionales;Gestión;Eficacia;Anual;1/01/2023;;Serie Única;;Positivo;"Promedio efectividad de las capacitaciones	";"Promedio efectividad de las capacitaciones	";Número;;;;;;;;Director de Formacion y Desarrollo;Director de Formacion y Desarrollo;0%-69,9%;70%-86,9%;87%-92%;>92%;87%;;87%;;;;;27/05/2026 13:43;24/02/2025 16:47;Licec Ximena Silva Goyeneche;Andrea Carmona Guerra;;;2026;Stand by;false;false;true;true;;Actualizar Metas;Resultado;;;;;;Estratégico;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
202;202;Great Place to Work;Gerencia de talento humano y comunicaciones;Gestión Y Desarrollo Del Talento Humano;Medición del estándar de Great Place to work;Transformación_Organizacional;Contar con un equipo humano feliz y apasionado, que trabaja de forma colaborativa para alcanzar las metas institucionales;Estratégico;Eficacia;Bienal;1/01/2023;;Serie Única;;Positivo;Resultado de encuesta Great Place to work;Resultado de encuesta Great Place to work;Porcentaje;;;;;;;;"Gerente de Talento Humano y comunicaciones
Director de Bienestar y Relac. Laborales";"Gerente de Talento Humano y comunicaciones
Director de Bienestar y Relac. Laborales";0% - 59,9%;60%  - 68,6%;68,7% -70%;>70%;68,7%;0;68,7%;;;;;15/10/2025 22:24;24/02/2025 16:47;Licec Ximena Silva Goyeneche;Sara Maria Araujo Castro;;;2025;Activo;true;false;true;true;;Actualizar Metas;Resultado;;;;;;Estratégico;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
203;203;Cumplimiento de Ingresos;Vicerrectoría financiera y administrativa;Planeación Financiera;"Identificar el % de cumplimiento en el incremento de ingresos 
Reporte del 1 semestre es cierre al mes de junio y el reporte del 2 semestre corresponde al acumulado del año";Sostenibilidad;Promover una cultura de optimización de recursos financieros como apalancador de la estrategia;Estratégico;Eficacia;Semestral;1/01/2023;;Multiserie;Ingresos por matriculas- Programas especiales- Otros ingresos;Positivo;(Total ingresos ejecutados/Total ingresos presupuestados)*100;Total ingresos ejecutados;MONEDA;Informe de ingresos;Total ingresos presupuestados;MONEDA;Informe de ingresos;;;;"Director de Planeacion Financiera y Teso
Lider Financiero";"Director de Planeacion Financiera y Teso
Lider Financiero";0%-89,9%;90%  - 94,99%;95% -100%;=101%;309.304.697.290;149.950.767.330;159.353.929.960;"0%-89,9%

";"90%  - 94,99%

";95% -100%;>101%;15/10/2025 22:24;24/02/2025 16:47;Licec Ximena Silva Goyeneche;Diana Paola Baquero Bernal;;;2025;Activo;true;true;false;true;;Actualizar Metas;Resultado;Imagen o PDF;Información de ingresos;"Ingresos por matriculas: 137.196.246.234  
Programas especiales:  6.845.877.311
Otros Ingresos: 5.908.643.785
";"Ingresos por matriculas: 142.307.590.636 
Programas especiales: 10.212.365.100
Otros Ingresos: 6.833.974.223";"Ingresos por matriculas: 279.503.836.870
Programas especiales: 17.058.242.411
Otros Ingresos: 12.742.618.008
";Estratégico;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
204;204;Caja;Vicerrectoría financiera y administrativa;Planeación Financiera;"Mide el nivel de caja en el periodo
Reporte del 1 semestre es cierre al mes de junio y el reporte del 2 semestre corresponde al cierre del año";Sostenibilidad;Promover una cultura de optimización de recursos financieros como apalancador de la estrategia;Estratégico;Eficacia;Semestral;1/01/2023;;Serie Única;;Positivo;(Total Caja ejecutado/Total Caja Presupuestado)*100;Total Caja ejecutado;MONEDA COP;Comité Financiero;Total Caja Presupuestado;MONEDA COP;Comité Financiero;;;;"Director de Planeación Financiera y Teso
Líder Financiero";"Director de Planeación Financiera y Teso
Líder Financiero";0%-79,9%;80%  - 94,99%;95% -100%;101%;128.448.131.182;23.623.074.007;128.448.131.182;;;;;15/10/2025 22:24;24/02/2025 16:47;Licec Ximena Silva Goyeneche;Diana Paola Baquero Bernal;;;2025;Activo;true;true;true;true;;Actualizar Metas;Resultado;Imagen o PDF;Comite Financiero;;;;Estratégico;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
205;205;Utilidad Neta;Vicerrectoría financiera y administrativa;Planeación Financiera;Valor de ingresos- costos y gastos;Sostenibilidad;Promover una cultura de optimización de recursos financieros como apalancador de la estrategia;Estratégico;Eficacia;Semestral;1/01/2023;;Serie Única;;Positivo;(Utilidad neta ejecutada / Utilidad neta presupuestada)*100;Utilidad neta ejecutada;MONEDA;Informe Comité Financiero;Utilidad neta presupuestada;MONEDA;Informe Comité Financiero;;;;Director de Planeacion Financiera y Teso , Líder Financiero;Director de Planeacion Financiera y Teso, Líder Financiero;0%-79,9%;80%  - 94,9%;95% -100%;>101%;4.684.155.397;4.817.836.342;4.684.155.397;;;;;15/10/2025 22:24;24/02/2025 16:47;Licec Ximena Silva Goyeneche;Diana Paola Baquero Bernal;;;2025;Activo;true;true;true;true;;Actualizar Metas;Resultado;PPT;Informe Comité Financiero;;;;Estratégico;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
206;206;Inversión en CAPEX de la utilidad anterior;Vicerrectoría financiera y administrativa;Planeación Financiera;Permite medir la reinversión de la utilidad neta del año inmediatamente anterior en inversión;Sostenibilidad;Promover una cultura de optimización de recursos financieros como apalancador de la estrategia;Estratégico;Eficacia;Anual;1/01/2023;;Serie Única;;Positivo;(Inversión CAPEX año actual/Utilidad neta año anterior);(Inversión CAPEX año actual;MONEDA;Informe de comité financiero;Utilidad neta año anterior);MONEDA;Informe de comité financiero;;;;Director de Planeación Financiera y Teso, Lider Financiero;Director de Planeación Financiera y Teso, Lider Financiero;<0.8;0.8-0.9;1;>1;1;0;1;;;;;15/10/2025 22:24;24/02/2025 16:47;Licec Ximena Silva Goyeneche;Diana Paola Baquero Bernal;;;2025;Activo;false;false;true;true;;Actualizar Metas;Resultado;ppt;Informe de comité financiero;;;;Estratégico;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
207;207;Nivel de Cumplimiento Opex;Vicerrectoría financiera y administrativa;Planeación Financiera;"Identificar el nivel de cumplimiento presupuestal de Opex,  el primer semestre corresponde al corte de junio y segundo semestre a acumulado de enero a diciembre
El comportamiento debe ir en línea con el cumplimiento de ingresos, si el cumplimiento de ingresos es superior al 100% este indicador puede tener un cumplimiento superior al 100% por lo cual no aplicaria nivel de alerta y peligro";Sostenibilidad;Promover una cultura de optimización de recursos financieros como apalancador de la estrategia;Estratégico;Eficacia;Semestral;1/01/2023;;Serie Única;;Negativo;(Ejecutado/ Presupuesto)*100;Ejecutado;MONEDA;Informe de comite financiero;Presupuesto;MONEDA;Informe de comite financiero;- ;- ;;Director de Planeacion Financiera y Teso, Lider financiero;Director de Planeacion Financiera y Teso, Lider financiero;>200%;150%-200%;100%- 150%;<99%;277.178.213.544;131.244.072.836;277.178.213.544;;;;;15/10/2025 22:24;24/02/2025 16:47;Licec Ximena Silva Goyeneche;Diana Paola Baquero Bernal;;;2025;Activo;true;false;true;true;;Actualizar Metas;Resultado;PPT;Informe de comite financiero;;;;Estratégico;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
208;208;Consumo de Agua m3 Mensual;Gerencia de planeación y gestión;Gestión Ambiental;Consumo de Agua m3 Mensual;Sostenibilidad;Contribuir a la inclusión, la proyección social y el cuidado del medio ambiente;Gestión;Eficacia;Mensual;1/01/2023;;Multiserie;Campus Bogotá- City campus- Sede Posgrado Cl 85- Campus Medellín- Sede Bienestar Medellín-Consultorio Psicologia Medellín;Positivo; m3 de Agua;m3 de Agua;Número;;;;;;;;Líder Sistema de Gestión Ambiental;Líder Sistema de Gestión Ambiental;1800;1750;1700;1650;1700;10200;10200;"Campus Bogotá : 1050
City Campus : 450
Sede Posgrado-Calle 85 : 35
Campus-Medellín : 300
Consultorio Psicología - Medellín : 35";"Campus Bogotá : 1000
City Campus : 400
Sede Posgrado-Calle 85 : 30
Campus-Medellín : 250
Consultorio Psicología - Medellín : 30";Campus Bogotá : 950 City Campus : 350 Sede Posgrado-Calle 85 : 25 Campus-Medellín : 200 Consultorio Psicología -Medellín- : 25; Campus Bogotá : 900 City Campus : 300 Sede Posgrado-Calle 85 : 20 Campus-Medellín : 150 Consultorio Psicología - Medellín- : 20;15/10/2025 22:24;24/02/2025 16:47;Licec Ximena Silva Goyeneche;Edgar Camilo Chacon Matajudios;;;2024;Activo;;;;;;;Resultado;;;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
209;209;Consumo de Agua m3 Campus;Gerencia de planeación y gestión;Gestión Ambiental;CREAR;Sostenibilidad;Contribuir a la inclusión, la proyección social y el cuidado del medio ambiente;Gestión;Eficacia;Mensual;1/01/2023;;Serie Única;;Positivo;Consumo en m3 Campus;Consumo en m3 Campus;Número;;;;;;;;EDGAR CAMILO CHACON MATAJUDÍOS;EDGAR CAMILO CHACON MATAJUDÍOS;;;;;;;;;;;;15/10/2025 22:24;24/02/2025 16:47;Licec Ximena Silva Goyeneche;;;;;Inactivo;;;;;;;;;;;;;Pendiente;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
210;210;Aporte de los Procesos a los Objetivos de Desarrollo Sostenible;Gerencia de planeación y gestión;Gestión Ambiental;Cumplir con el 90% de las acciones definidas que aportan al cumplimiento de los ODS desde los procesos;Sostenibilidad;Contribuir a la inclusión, la proyección social y el cuidado del medio ambiente;Estratégico;Eficacia;Anual;1/01/2023;;Serie Única;;Positivo;(Total de Acciones Evidenciadas Durante el Periodo en Alineación con los ODS / Total de Acciones Definidas en el Periodo en Alineación con los ODS )*100  ;Total de Acciones Evidenciadas Durante el Periodo en Alineación con los ODS;Número;; Total de Acciones Definidas en el Periodo en Alineación con los ODS;Número;;-;-;;EDGAR CAMILO CHACON MATAJUDÍOS;EDGAR CAMILO CHACON MATAJUDÍOS;0%-50%;51%  - 69,99%;70% -99,9%;100%;0;0;0;;;;;15/10/2025 22:24;24/02/2025 16:47;Licec Ximena Silva Goyeneche;;;;;Inactivo;;;;;;;;;;;;;Pendiente;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
213;213;Cumplimiento del Plan Anual del Sistema de Gestión Ambiental;Gerencia de planeación y gestión;Gestión Ambiental;Cumplimiento del Plan Anual del Sistema de Gestión Ambiental;Sostenibilidad;Contribuir a la inclusión, la proyección social y el cuidado del medio ambiente;Estratégico;Eficacia;Trimestral;1/01/2023;;Multiserie;"Plan de Gestión Integral de Residuos
Programa de Gestión del Ahorro y Uso Eficiente de la Energía
Programa de Gestión de la Calidad, Ahorro y Uso Eficiente del Agua
Programa de Gestión del la Calidad del Aire,  Ruido Ambiental y Publicidad Exterior Visual
Programa de Gestión de Ãreas Naturales
Programa de Gestión de la Medición y Compensación de Gases de Efecto Invernadero
Programa Gestión de la Educación y Comunicación Ambiental
Actividades de Gestión";Positivo;(Total de Actividades Ejecutadas por Programa / Total de Actividades Planificadas por Programa)*100  ;Total de Actividades Planificadas;Número;;Total de Actividades Ejecutadas;Número;;-;-;;"Líder Sistema de Gestión Ambiental
";Líder Sistema de Gestión Ambiental;0%-80%;80%  - 89,9%;90% -100%;100%;90%;90%;90%;0%-80%;80%  - 89,9%;90% -100%;100%;15/10/2025 22:24;24/02/2025 16:47;Licec Ximena Silva Goyeneche;Edgar Camilo Chacon Matajudios;;;2024;Activo;;;;;;;Resultado;;;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
214;214;Generación de Residuos Sólidos Mensual;Gerencia de planeación y gestión;Gestión Ambiental;Generación de Residuos Sólidos Mensual;Sostenibilidad;Contribuir a la inclusión, la proyección social y el cuidado del medio ambiente;Gestión;Eficacia;Mensual;1/01/2022;;Multiserie;"Campus Bogotá- City campus- Sede Posgrado Cl 85- Campus Medellín- Sede Bienestar Medellín-Consultorio Psicología - Medellin
";Negativo;(kg de Residuos (Aprovechables + No Aprovechables);"kg de Residuos Aprovechables	";Kg;;kg de Residuos No Aprovechables;Kg;;;;;Líder Sistema de Gestión Ambiental;Líder Sistema de Gestión Ambiental;9000;8250;7500;6750;7500;7500;7500;"Campus Bogotá :6600
City Campus :1200
Campus-Medellín :1200
Consultorio Psicología 
Medellin :26
";"Campus Bogotá :6050
City Campus :1100
Campus-Medellín :1100
Consultorio Psicología 
Medellin :24";Campus Bogotá :5500 City Campus :1000 Campus-Medellín :1000 Consultorio Psicología  Medellin :22;Campus Bogotá :4950 City Campus :900 Campus-Medellín :900 Consultorio Psicología Medellin :20;15/10/2025 22:24;24/02/2025 16:47;Licec Ximena Silva Goyeneche;Edgar Camilo Chacon Matajudios;;;2024;Activo;;;;;;;Resultado;;;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
215;215;Disminución de la Generación de Residuos per Cápita;Gerencia de planeación y gestión;Gestión Ambiental;Disminución de la Generación de Residuos per Cápita;Sostenibilidad;Contribuir a la inclusión, la proyección social y el cuidado del medio ambiente;Gestión;Eficacia;Semestral;1/01/2022;;Multiserie;"Campus Bogotá
City campus
Sede Posgrado Cl 85
Campus Medellín
Sede Bienestar Medellín
Consultorio Psicologia Medellín";Positivo;((kg de Residuos per Cápita Generados en el Periodo Anterior - kg de Residuos per Cápita  Generados en el Periodo Actual) / kg de Residuos per Cápita Generados en el Periodo Anterior)*100;kg de Residuos per Cápita Generados en el Periodo Anterior;Kg;;kg de Residuos per Cápita  Generados en el Periodo Actua;Kg;;;;;Líder Sistema de Gestión Ambiental;Líder Sistema de Gestión Ambiental;0;=1;1 - 100;100;1;1;1;"Campus Bogotá : 0
City Campus : 0
Campus-Medellín : 0";"Campus Bogotá : 1
City Campus : 1
Campus-Medellín : 1
";Campus Bogotá : 100 City Campus : 100 Sede Posgrado-Calle 85: 100 Campus-Medellín : 100 Sede Bienestar Medellín: 100 Consultorio Psicología - Medellin: 100;Campus Bogotá : 110 City Campus : 110 Campus-Medellín : 110;15/10/2025 22:24;24/02/2025 16:47;Licec Ximena Silva Goyeneche;Edgar Camilo Chacon Matajudios;;;2024;Activo;;;;;;;Resultado;;;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
216;216;Disposición Ambientalmente Adecuada de Residuos Peligrosos;Gerencia de planeación y gestión;Gestión Ambiental;Disposición Ambientalmente Adecuada de Residuos Peligrosos;Sostenibilidad;Contribuir a la inclusión, la proyección social y el cuidado del medio ambiente;Gestión;Eficacia;Anual;1/01/2022;;Multiserie;Campus Bogotá- City campus- Sede Posgrado Cl 85- Campus Medellín- Sede Bienestar Medellín-Consultorio Psicologia Medellín;Positivo;(kg de RESPEL Dispuestos en el Periodo / Kg de RESPEL generados en el Periodo)*100;kg de RESPEL Dispuestos en el Periodo;kg;; Kg de RESPEL generados en el Periodo;kg;;;;;Líder Sistema de Gestión Ambiental;Líder Sistema de Gestión Ambiental;0%-79,9%;80%  - 89,9%;90% -100%;100%;100%;;100%;0%-79,9%;80%  - 89,9%;90% -100%;100%;15/10/2025 22:24;24/02/2025 16:47;Licec Ximena Silva Goyeneche;Edgar Camilo Chacon Matajudios;;;2024;Activo;;;;;;;Resultado;;;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
217;217;Aprovechamiento de Residuos;Gerencia de planeación y gestión;Gestión Ambiental;Aprovechamiento de Residuos;Sostenibilidad;Contribuir a la inclusión, la proyección social y el cuidado del medio ambiente;Gestión;Eficacia;Mensual;1/01/2023;;Multiserie;Campus Bogotá- City campus- Sede Posgrado Cl 85- Campus Medellín- Sede Bienestar Medellín-Consultorio Psicologia Medellín;Positivo;(Total de kg de Residuos Aprovechados /  (kg Residuos Aprovechables + kg Residuos No Aprovechables))*100;Total de kg de Residuos Aprovechados;Kg;;kg de Residuos Aprovechables;kg;;kg de Residuos No Aprovechables;kg;;Líder Sistema de Gestión Ambiental;"Líder Sistema de Gestión Ambiental
";0%-10%;10-19%;20%-29%;30%;20%;20%;20%;0%-10%;10-19%;20%-29%;>30%;15/10/2025 22:24;24/02/2025 16:47;Licec Ximena Silva Goyeneche;Edgar Camilo Chacon Matajudios;;;2024;Activo;;;;;;;Resultado;;;;;;Gestión;;;;Elemento;sites/Indicadores2/Lists/Ficha_tecnica_indicadores
